recognizer,identity_id,image_path,correct
arcface,Luiz_Inacio_Lula_da_Silva,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Luiz_Inacio_Lula_da_Silva\Luiz_Inacio_Lula_da_Silva_0045.png,1
arcface,Gordon_Brown,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Gordon_Brown\Gordon_Brown_0001.png,1
arcface,Gordon_Brown,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Gordon_Brown\Gordon_Brown_0004.png,1
arcface,Gordon_Brown,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Gordon_Brown\Gordon_Brown_0005.png,1
arcface,Gordon_Brown,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Gordon_Brown\Gordon_Brown_0010.png,1
arcface,Gordon_Brown,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Gordon_Brown\Gordon_Brown_0013.png,1
arcface,Chanda_Rubin,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Chanda_Rubin\Chanda_Rubin_0001.png,1
arcface,Chanda_Rubin,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Chanda_Rubin\Chanda_Rubin_0002.png,1
arcface,Chanda_Rubin,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Chanda_Rubin\Chanda_Rubin_0003.png,1
arcface,Chanda_Rubin,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Chanda_Rubin\Chanda_Rubin_0004.png,1
arcface,Chanda_Rubin,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Chanda_Rubin\Chanda_Rubin_0005.png,1
arcface,Marcelo_Rios,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Marcelo_Rios\Marcelo_Rios_0001.png,1
arcface,Marcelo_Rios,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Marcelo_Rios\Marcelo_Rios_0002.png,1
arcface,Marcelo_Rios,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Marcelo_Rios\Marcelo_Rios_0003.png,1
arcface,Marcelo_Rios,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Marcelo_Rios\Marcelo_Rios_0004.png,1
arcface,Marcelo_Rios,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Marcelo_Rios\Marcelo_Rios_0005.png,1
arcface,Michael_Phelps,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Michael_Phelps\Michael_Phelps_0001.png,1
arcface,Michael_Phelps,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Michael_Phelps\Michael_Phelps_0002.png,1
arcface,Michael_Phelps,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Michael_Phelps\Michael_Phelps_0003.png,1
arcface,Michael_Phelps,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Michael_Phelps\Michael_Phelps_0004.png,1
arcface,Michael_Phelps,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Michael_Phelps\Michael_Phelps_0005.png,1
arcface,Alan_Greenspan,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Alan_Greenspan\Alan_Greenspan_0001.png,1
arcface,Alan_Greenspan,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Alan_Greenspan\Alan_Greenspan_0002.png,1
arcface,Alan_Greenspan,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Alan_Greenspan\Alan_Greenspan_0003.png,1
arcface,Alan_Greenspan,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Alan_Greenspan\Alan_Greenspan_0004.png,1
arcface,Alan_Greenspan,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Alan_Greenspan\Alan_Greenspan_0005.png,1
arcface,Kamal_Kharrazi,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Kamal_Kharrazi\Kamal_Kharrazi_0001.png,1
arcface,Kamal_Kharrazi,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Kamal_Kharrazi\Kamal_Kharrazi_0002.png,1
arcface,Kamal_Kharrazi,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Kamal_Kharrazi\Kamal_Kharrazi_0003.png,1
arcface,Kamal_Kharrazi,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Kamal_Kharrazi\Kamal_Kharrazi_0004.png,1
arcface,Kamal_Kharrazi,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Kamal_Kharrazi\Kamal_Kharrazi_0005.png,1
arcface,Scott_McClellan,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Scott_McClellan\Scott_McClellan_0001.png,1
arcface,Scott_McClellan,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Scott_McClellan\Scott_McClellan_0002.png,1
arcface,Scott_McClellan,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Scott_McClellan\Scott_McClellan_0003.png,1
arcface,Scott_McClellan,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Scott_McClellan\Scott_McClellan_0004.png,1
arcface,Scott_McClellan,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Scott_McClellan\Scott_McClellan_0005.png,1
arcface,Mark_Philippoussis,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Mark_Philippoussis\Mark_Philippoussis_0001.png,1
arcface,Mark_Philippoussis,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Mark_Philippoussis\Mark_Philippoussis_0005.png,1
arcface,Mark_Philippoussis,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Mark_Philippoussis\Mark_Philippoussis_0006.png,1
arcface,Mark_Philippoussis,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Mark_Philippoussis\Mark_Philippoussis_0007.png,1
arcface,Mark_Philippoussis,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Mark_Philippoussis\Mark_Philippoussis_0008.png,1
arcface,Fernando_Henrique_Cardoso,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Fernando_Henrique_Cardoso\Fernando_Henrique_Cardoso_0001.png,1
arcface,Fernando_Henrique_Cardoso,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Fernando_Henrique_Cardoso\Fernando_Henrique_Cardoso_0004.png,1
arcface,Fernando_Henrique_Cardoso,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Fernando_Henrique_Cardoso\Fernando_Henrique_Cardoso_0005.png,1
arcface,Fernando_Henrique_Cardoso,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Fernando_Henrique_Cardoso\Fernando_Henrique_Cardoso_0006.png,1
arcface,Fernando_Henrique_Cardoso,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Fernando_Henrique_Cardoso\Fernando_Henrique_Cardoso_0007.png,1
arcface,Choi_Sung-hong,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Choi_Sung-hong\Choi_Sung-hong_0001.png,1
arcface,Choi_Sung-hong,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Choi_Sung-hong\Choi_Sung-hong_0002.png,1
arcface,Choi_Sung-hong,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Choi_Sung-hong\Choi_Sung-hong_0003.png,1
arcface,Choi_Sung-hong,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Choi_Sung-hong\Choi_Sung-hong_0004.png,1
arcface,Choi_Sung-hong,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Choi_Sung-hong\Choi_Sung-hong_0005.png,1
arcface,Dominique_de_Villepin,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Dominique_de_Villepin\Dominique_de_Villepin_0003.png,1
arcface,Dominique_de_Villepin,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Dominique_de_Villepin\Dominique_de_Villepin_0005.png,1
arcface,Dominique_de_Villepin,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Dominique_de_Villepin\Dominique_de_Villepin_0007.png,0
arcface,Dominique_de_Villepin,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Dominique_de_Villepin\Dominique_de_Villepin_0010.png,1
arcface,Dominique_de_Villepin,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Dominique_de_Villepin\Dominique_de_Villepin_0015.png,1
arcface,Claudia_Pechstein,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Claudia_Pechstein\Claudia_Pechstein_0001.png,1
arcface,Claudia_Pechstein,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Claudia_Pechstein\Claudia_Pechstein_0002.png,1
arcface,Claudia_Pechstein,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Claudia_Pechstein\Claudia_Pechstein_0003.png,1
arcface,Claudia_Pechstein,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Claudia_Pechstein\Claudia_Pechstein_0004.png,1
arcface,Claudia_Pechstein,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Claudia_Pechstein\Claudia_Pechstein_0005.png,1
arcface,Alastair_Campbell,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Alastair_Campbell\Alastair_Campbell_0001.png,1
arcface,Alastair_Campbell,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Alastair_Campbell\Alastair_Campbell_0002.png,1
arcface,Alastair_Campbell,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Alastair_Campbell\Alastair_Campbell_0003.png,1
arcface,Alastair_Campbell,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Alastair_Campbell\Alastair_Campbell_0004.png,1
arcface,Alastair_Campbell,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Alastair_Campbell\Alastair_Campbell_0005.png,1
arcface,James_Wolfensohn,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\James_Wolfensohn\James_Wolfensohn_0001.png,1
arcface,James_Wolfensohn,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\James_Wolfensohn\James_Wolfensohn_0002.png,1
arcface,James_Wolfensohn,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\James_Wolfensohn\James_Wolfensohn_0003.png,1
arcface,James_Wolfensohn,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\James_Wolfensohn\James_Wolfensohn_0004.png,1
arcface,James_Wolfensohn,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\James_Wolfensohn\James_Wolfensohn_0005.png,1
arcface,Bertie_Ahern,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Bertie_Ahern\Bertie_Ahern_0001.png,1
arcface,Bertie_Ahern,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Bertie_Ahern\Bertie_Ahern_0002.png,1
arcface,Bertie_Ahern,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Bertie_Ahern\Bertie_Ahern_0003.png,1
arcface,Bertie_Ahern,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Bertie_Ahern\Bertie_Ahern_0004.png,1
arcface,Bertie_Ahern,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Bertie_Ahern\Bertie_Ahern_0005.png,1
arcface,John_Abizaid,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\John_Abizaid\John_Abizaid_0001.png,1
arcface,John_Abizaid,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\John_Abizaid\John_Abizaid_0004.png,1
arcface,John_Abizaid,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\John_Abizaid\John_Abizaid_0005.png,1
arcface,John_Abizaid,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\John_Abizaid\John_Abizaid_0006.png,1
arcface,John_Abizaid,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\John_Abizaid\John_Abizaid_0009.png,1
arcface,Jim_Furyk,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Jim_Furyk\Jim_Furyk_0001.png,1
arcface,Jim_Furyk,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Jim_Furyk\Jim_Furyk_0002.png,1
arcface,Jim_Furyk,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Jim_Furyk\Jim_Furyk_0004.png,1
arcface,Jim_Furyk,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Jim_Furyk\Jim_Furyk_0005.png,1
arcface,Jim_Furyk,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Jim_Furyk\Jim_Furyk_0006.png,1
arcface,Wen_Jiabao,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Wen_Jiabao\Wen_Jiabao_0004.png,1
arcface,Wen_Jiabao,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Wen_Jiabao\Wen_Jiabao_0006.png,1
arcface,Wen_Jiabao,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Wen_Jiabao\Wen_Jiabao_0008.png,1
arcface,Wen_Jiabao,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Wen_Jiabao\Wen_Jiabao_0009.png,1
arcface,Wen_Jiabao,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Wen_Jiabao\Wen_Jiabao_0010.png,1
arcface,Michelle_Kwan,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Michelle_Kwan\Michelle_Kwan_0001.png,1
arcface,Michelle_Kwan,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Michelle_Kwan\Michelle_Kwan_0002.png,1
arcface,Michelle_Kwan,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Michelle_Kwan\Michelle_Kwan_0003.png,1
arcface,Michelle_Kwan,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Michelle_Kwan\Michelle_Kwan_0007.png,0
arcface,Michelle_Kwan,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Michelle_Kwan\Michelle_Kwan_0008.png,1
arcface,Ron_Dittemore,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Ron_Dittemore\Ron_Dittemore_0001.png,1
arcface,Ron_Dittemore,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Ron_Dittemore\Ron_Dittemore_0003.png,1
arcface,Ron_Dittemore,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Ron_Dittemore\Ron_Dittemore_0004.png,1
arcface,Ron_Dittemore,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Ron_Dittemore\Ron_Dittemore_0006.png,1
arcface,Ron_Dittemore,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Ron_Dittemore\Ron_Dittemore_0008.png,1
arcface,Jonathan_Edwards,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Jonathan_Edwards\Jonathan_Edwards_0001.png,1
arcface,Jonathan_Edwards,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Jonathan_Edwards\Jonathan_Edwards_0002.png,1
arcface,Jonathan_Edwards,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Jonathan_Edwards\Jonathan_Edwards_0005.png,1
arcface,Jonathan_Edwards,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Jonathan_Edwards\Jonathan_Edwards_0006.png,1
arcface,Jonathan_Edwards,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Jonathan_Edwards\Jonathan_Edwards_0007.png,1
arcface,Roger_Moore,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Roger_Moore\Roger_Moore_0001.png,1
arcface,Roger_Moore,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Roger_Moore\Roger_Moore_0002.png,1
arcface,Roger_Moore,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Roger_Moore\Roger_Moore_0003.png,1
arcface,Roger_Moore,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Roger_Moore\Roger_Moore_0004.png,1
arcface,Roger_Moore,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Roger_Moore\Roger_Moore_0005.png,1
arcface,Dick_Cheney,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Dick_Cheney\Dick_Cheney_0002.png,1
arcface,Dick_Cheney,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Dick_Cheney\Dick_Cheney_0003.png,1
arcface,Dick_Cheney,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Dick_Cheney\Dick_Cheney_0004.png,1
arcface,Dick_Cheney,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Dick_Cheney\Dick_Cheney_0008.png,1
arcface,Dick_Cheney,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Dick_Cheney\Dick_Cheney_0013.png,1
arcface,Dennis_Hastert,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Dennis_Hastert\Dennis_Hastert_0002.png,1
arcface,Dennis_Hastert,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Dennis_Hastert\Dennis_Hastert_0003.png,1
arcface,Dennis_Hastert,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Dennis_Hastert\Dennis_Hastert_0004.png,1
arcface,Dennis_Hastert,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Dennis_Hastert\Dennis_Hastert_0005.png,1
arcface,Dennis_Hastert,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Dennis_Hastert\Dennis_Hastert_0006.png,1
arcface,Mick_Jagger,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Mick_Jagger\Mick_Jagger_0001.png,1
arcface,Mick_Jagger,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Mick_Jagger\Mick_Jagger_0002.png,1
arcface,Mick_Jagger,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Mick_Jagger\Mick_Jagger_0003.png,1
arcface,Mick_Jagger,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Mick_Jagger\Mick_Jagger_0004.png,1
arcface,Mick_Jagger,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Mick_Jagger\Mick_Jagger_0005.png,1
arcface,Serena_Williams,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Serena_Williams\Serena_Williams_0009.png,1
arcface,Serena_Williams,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Serena_Williams\Serena_Williams_0013.png,1
arcface,Serena_Williams,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Serena_Williams\Serena_Williams_0033.png,1
arcface,Serena_Williams,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Serena_Williams\Serena_Williams_0039.png,1
arcface,Serena_Williams,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Serena_Williams\Serena_Williams_0048.png,1
arcface,John_McCain,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\John_McCain\John_McCain_0001.png,1
arcface,John_McCain,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\John_McCain\John_McCain_0002.png,1
arcface,John_McCain,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\John_McCain\John_McCain_0003.png,1
arcface,John_McCain,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\John_McCain\John_McCain_0004.png,1
arcface,John_McCain,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\John_McCain\John_McCain_0007.png,1
arcface,Robert_Duvall,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Robert_Duvall\Robert_Duvall_0001.png,1
arcface,Robert_Duvall,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Robert_Duvall\Robert_Duvall_0003.png,1
arcface,Robert_Duvall,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Robert_Duvall\Robert_Duvall_0005.png,1
arcface,Robert_Duvall,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Robert_Duvall\Robert_Duvall_0007.png,1
arcface,Robert_Duvall,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Robert_Duvall\Robert_Duvall_0008.png,1
arcface,Elizabeth_Hurley,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Elizabeth_Hurley\Elizabeth_Hurley_0001.png,1
arcface,Elizabeth_Hurley,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Elizabeth_Hurley\Elizabeth_Hurley_0002.png,1
arcface,Elizabeth_Hurley,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Elizabeth_Hurley\Elizabeth_Hurley_0003.png,1
arcface,Elizabeth_Hurley,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Elizabeth_Hurley\Elizabeth_Hurley_0004.png,1
arcface,Elizabeth_Hurley,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Elizabeth_Hurley\Elizabeth_Hurley_0005.png,0
arcface,Hugo_Chavez,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Hugo_Chavez\Hugo_Chavez_0043.png,1
arcface,Hugo_Chavez,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Hugo_Chavez\Hugo_Chavez_0045.png,1
arcface,Hugo_Chavez,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Hugo_Chavez\Hugo_Chavez_0049.png,1
arcface,Hugo_Chavez,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Hugo_Chavez\Hugo_Chavez_0070.png,1
arcface,Hugo_Chavez,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Hugo_Chavez\Hugo_Chavez_0071.png,1
arcface,Laura_Bush,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Laura_Bush\Laura_Bush_0013.png,1
arcface,Laura_Bush,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Laura_Bush\Laura_Bush_0016.png,1
arcface,Laura_Bush,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Laura_Bush\Laura_Bush_0021.png,1
arcface,Laura_Bush,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Laura_Bush\Laura_Bush_0030.png,0
arcface,Laura_Bush,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Laura_Bush\Laura_Bush_0037.png,1
arcface,Edward_Lu,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Edward_Lu\Edward_Lu_0001.png,1
arcface,Edward_Lu,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Edward_Lu\Edward_Lu_0002.png,1
arcface,Edward_Lu,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Edward_Lu\Edward_Lu_0004.png,1
arcface,Edward_Lu,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Edward_Lu\Edward_Lu_0005.png,1
arcface,Edward_Lu,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Edward_Lu\Edward_Lu_0006.png,1
arcface,Oscar_De_La_Hoya,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Oscar_De_La_Hoya\Oscar_De_La_Hoya_0003.png,1
arcface,Oscar_De_La_Hoya,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Oscar_De_La_Hoya\Oscar_De_La_Hoya_0004.png,1
arcface,Oscar_De_La_Hoya,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Oscar_De_La_Hoya\Oscar_De_La_Hoya_0005.png,1
arcface,Oscar_De_La_Hoya,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Oscar_De_La_Hoya\Oscar_De_La_Hoya_0006.png,1
arcface,Oscar_De_La_Hoya,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Oscar_De_La_Hoya\Oscar_De_La_Hoya_0007.png,1
arcface,Eduard_Shevardnadze,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Eduard_Shevardnadze\Eduard_Shevardnadze_0001.png,1
arcface,Eduard_Shevardnadze,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Eduard_Shevardnadze\Eduard_Shevardnadze_0002.png,0
arcface,Eduard_Shevardnadze,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Eduard_Shevardnadze\Eduard_Shevardnadze_0003.png,1
arcface,Eduard_Shevardnadze,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Eduard_Shevardnadze\Eduard_Shevardnadze_0004.png,1
arcface,Eduard_Shevardnadze,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Eduard_Shevardnadze\Eduard_Shevardnadze_0005.png,1
arcface,Saddam_Hussein,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Saddam_Hussein\Saddam_Hussein_0001.png,1
arcface,Saddam_Hussein,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Saddam_Hussein\Saddam_Hussein_0004.png,1
arcface,Saddam_Hussein,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Saddam_Hussein\Saddam_Hussein_0005.png,1
arcface,Saddam_Hussein,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Saddam_Hussein\Saddam_Hussein_0015.png,1
arcface,Saddam_Hussein,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Saddam_Hussein\Saddam_Hussein_0017.png,1
arcface,Javier_Solana,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Javier_Solana\Javier_Solana_0002.png,1
arcface,Javier_Solana,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Javier_Solana\Javier_Solana_0003.png,1
arcface,Javier_Solana,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Javier_Solana\Javier_Solana_0004.png,1
arcface,Javier_Solana,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Javier_Solana\Javier_Solana_0007.png,1
arcface,Javier_Solana,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Javier_Solana\Javier_Solana_0009.png,1
arcface,Keanu_Reeves,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Keanu_Reeves\Keanu_Reeves_0002.png,1
arcface,Keanu_Reeves,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Keanu_Reeves\Keanu_Reeves_0006.png,1
arcface,Keanu_Reeves,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Keanu_Reeves\Keanu_Reeves_0007.png,1
arcface,Keanu_Reeves,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Keanu_Reeves\Keanu_Reeves_0010.png,1
arcface,Keanu_Reeves,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Keanu_Reeves\Keanu_Reeves_0012.png,1
arcface,Kevin_Spacey,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Kevin_Spacey\Kevin_Spacey_0001.png,1
arcface,Kevin_Spacey,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Kevin_Spacey\Kevin_Spacey_0002.png,1
arcface,Kevin_Spacey,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Kevin_Spacey\Kevin_Spacey_0003.png,1
arcface,Kevin_Spacey,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Kevin_Spacey\Kevin_Spacey_0004.png,1
arcface,Kevin_Spacey,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Kevin_Spacey\Kevin_Spacey_0005.png,1
arcface,Gil_de_Ferran,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Gil_de_Ferran\Gil_de_Ferran_0001.png,1
arcface,Gil_de_Ferran,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Gil_de_Ferran\Gil_de_Ferran_0002.png,1
arcface,Gil_de_Ferran,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Gil_de_Ferran\Gil_de_Ferran_0003.png,1
arcface,Gil_de_Ferran,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Gil_de_Ferran\Gil_de_Ferran_0004.png,1
arcface,Gil_de_Ferran,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Gil_de_Ferran\Gil_de_Ferran_0005.png,1
