identity_id,arcface_path,facenet_path
Steven_Spielberg,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Steven_Spielberg\Steven_Spielberg_0006.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Steven_Spielberg\Steven_Spielberg_0006.png
Steven_Spielberg,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Steven_Spielberg\Steven_Spielberg_0007.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Steven_Spielberg\Steven_Spielberg_0007.png
George_W_Bush,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\George_W_Bush\George_W_Bush_0028.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\George_W_Bush\George_W_Bush_0028.png
George_W_Bush,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\George_W_Bush\George_W_Bush_0086.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\George_W_Bush\George_W_Bush_0086.png
George_W_Bush,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\George_W_Bush\George_W_Bush_0131.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\George_W_Bush\George_W_Bush_0131.png
George_W_Bush,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\George_W_Bush\George_W_Bush_0404.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\George_W_Bush\George_W_Bush_0404.png
George_W_Bush,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\George_W_Bush\George_W_Bush_0439.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\George_W_Bush\George_W_Bush_0439.png
Shimon_Peres,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Shimon_Peres\Shimon_Peres_0001.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Shimon_Peres\Shimon_Peres_0001.png
Shimon_Peres,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Shimon_Peres\Shimon_Peres_0002.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Shimon_Peres\Shimon_Peres_0002.png
Shimon_Peres,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Shimon_Peres\Shimon_Peres_0003.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Shimon_Peres\Shimon_Peres_0003.png
Shimon_Peres,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Shimon_Peres\Shimon_Peres_0004.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Shimon_Peres\Shimon_Peres_0004.png
Shimon_Peres,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Shimon_Peres\Shimon_Peres_0007.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Shimon_Peres\Shimon_Peres_0007.png
Li_Zhaoxing,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Li_Zhaoxing\Li_Zhaoxing_0002.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Li_Zhaoxing\Li_Zhaoxing_0002.png
Li_Zhaoxing,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Li_Zhaoxing\Li_Zhaoxing_0003.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Li_Zhaoxing\Li_Zhaoxing_0003.png
Li_Zhaoxing,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Li_Zhaoxing\Li_Zhaoxing_0004.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Li_Zhaoxing\Li_Zhaoxing_0004.png
Li_Zhaoxing,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Li_Zhaoxing\Li_Zhaoxing_0005.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Li_Zhaoxing\Li_Zhaoxing_0005.png
Li_Zhaoxing,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Li_Zhaoxing\Li_Zhaoxing_0007.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Li_Zhaoxing\Li_Zhaoxing_0007.png
Jean-David_Levitte,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Jean-David_Levitte\Jean-David_Levitte_0003.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Jean-David_Levitte\Jean-David_Levitte_0003.png
Jean-David_Levitte,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Jean-David_Levitte\Jean-David_Levitte_0004.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Jean-David_Levitte\Jean-David_Levitte_0004.png
Jean-David_Levitte,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Jean-David_Levitte\Jean-David_Levitte_0006.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Jean-David_Levitte\Jean-David_Levitte_0006.png
Jean-David_Levitte,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Jean-David_Levitte\Jean-David_Levitte_0007.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Jean-David_Levitte\Jean-David_Levitte_0007.png
Jean-David_Levitte,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Jean-David_Levitte\Jean-David_Levitte_0010.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Jean-David_Levitte\Jean-David_Levitte_0010.png
Benazir_Bhutto,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Benazir_Bhutto\Benazir_Bhutto_0001.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Benazir_Bhutto\Benazir_Bhutto_0001.png
Benazir_Bhutto,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Benazir_Bhutto\Benazir_Bhutto_0002.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Benazir_Bhutto\Benazir_Bhutto_0002.png
Benazir_Bhutto,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Benazir_Bhutto\Benazir_Bhutto_0003.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Benazir_Bhutto\Benazir_Bhutto_0003.png
Benazir_Bhutto,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Benazir_Bhutto\Benazir_Bhutto_0004.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Benazir_Bhutto\Benazir_Bhutto_0004.png
Benazir_Bhutto,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Benazir_Bhutto\Benazir_Bhutto_0005.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Benazir_Bhutto\Benazir_Bhutto_0005.png
Harrison_Ford,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Harrison_Ford\Harrison_Ford_0001.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Harrison_Ford\Harrison_Ford_0001.png
Harrison_Ford,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Harrison_Ford\Harrison_Ford_0002.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Harrison_Ford\Harrison_Ford_0002.png
Harrison_Ford,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Harrison_Ford\Harrison_Ford_0004.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Harrison_Ford\Harrison_Ford_0004.png
Harrison_Ford,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Harrison_Ford\Harrison_Ford_0006.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Harrison_Ford\Harrison_Ford_0006.png
Harrison_Ford,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Harrison_Ford\Harrison_Ford_0009.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Harrison_Ford\Harrison_Ford_0009.png
Michael_Douglas,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Michael_Douglas\Michael_Douglas_0001.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Michael_Douglas\Michael_Douglas_0001.png
Michael_Douglas,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Michael_Douglas\Michael_Douglas_0002.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Michael_Douglas\Michael_Douglas_0002.png
Michael_Douglas,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Michael_Douglas\Michael_Douglas_0003.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Michael_Douglas\Michael_Douglas_0003.png
Michael_Douglas,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Michael_Douglas\Michael_Douglas_0004.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Michael_Douglas\Michael_Douglas_0004.png
Michael_Douglas,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Michael_Douglas\Michael_Douglas_0006.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Michael_Douglas\Michael_Douglas_0006.png
Gerry_Adams,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Gerry_Adams\Gerry_Adams_0001.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Gerry_Adams\Gerry_Adams_0001.png
Gerry_Adams,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Gerry_Adams\Gerry_Adams_0002.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Gerry_Adams\Gerry_Adams_0002.png
Gerry_Adams,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Gerry_Adams\Gerry_Adams_0004.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Gerry_Adams\Gerry_Adams_0004.png
Gerry_Adams,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Gerry_Adams\Gerry_Adams_0007.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Gerry_Adams\Gerry_Adams_0007.png
Gerry_Adams,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Gerry_Adams\Gerry_Adams_0008.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Gerry_Adams\Gerry_Adams_0008.png
Bill_Frist,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Bill_Frist\Bill_Frist_0002.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Bill_Frist\Bill_Frist_0002.png
Bill_Frist,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Bill_Frist\Bill_Frist_0003.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Bill_Frist\Bill_Frist_0003.png
Bill_Frist,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Bill_Frist\Bill_Frist_0005.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Bill_Frist\Bill_Frist_0005.png
Bill_Frist,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Bill_Frist\Bill_Frist_0007.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Bill_Frist\Bill_Frist_0007.png
Bill_Frist,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Bill_Frist\Bill_Frist_0008.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Bill_Frist\Bill_Frist_0008.png
Arnold_Schwarzenegger,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Arnold_Schwarzenegger\Arnold_Schwarzenegger_0007.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Arnold_Schwarzenegger\Arnold_Schwarzenegger_0007.png
Arnold_Schwarzenegger,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Arnold_Schwarzenegger\Arnold_Schwarzenegger_0008.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Arnold_Schwarzenegger\Arnold_Schwarzenegger_0008.png
Arnold_Schwarzenegger,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Arnold_Schwarzenegger\Arnold_Schwarzenegger_0011.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Arnold_Schwarzenegger\Arnold_Schwarzenegger_0011.png
Arnold_Schwarzenegger,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Arnold_Schwarzenegger\Arnold_Schwarzenegger_0020.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Arnold_Schwarzenegger\Arnold_Schwarzenegger_0020.png
Arnold_Schwarzenegger,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Arnold_Schwarzenegger\Arnold_Schwarzenegger_0039.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Arnold_Schwarzenegger\Arnold_Schwarzenegger_0039.png
Gray_Davis,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Gray_Davis\Gray_Davis_0001.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Gray_Davis\Gray_Davis_0001.png
Gray_Davis,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Gray_Davis\Gray_Davis_0010.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Gray_Davis\Gray_Davis_0010.png
Gray_Davis,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Gray_Davis\Gray_Davis_0013.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Gray_Davis\Gray_Davis_0013.png
Gray_Davis,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Gray_Davis\Gray_Davis_0019.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Gray_Davis\Gray_Davis_0019.png
Gray_Davis,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Gray_Davis\Gray_Davis_0022.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Gray_Davis\Gray_Davis_0022.png
Al_Gore,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Al_Gore\Al_Gore_0001.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Al_Gore\Al_Gore_0001.png
Al_Gore,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Al_Gore\Al_Gore_0002.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Al_Gore\Al_Gore_0002.png
Al_Gore,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Al_Gore\Al_Gore_0006.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Al_Gore\Al_Gore_0006.png
Al_Gore,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Al_Gore\Al_Gore_0007.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Al_Gore\Al_Gore_0007.png
Al_Gore,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Al_Gore\Al_Gore_0008.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Al_Gore\Al_Gore_0008.png
Jacques_Chirac,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Jacques_Chirac\Jacques_Chirac_0007.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Jacques_Chirac\Jacques_Chirac_0007.png
Jacques_Chirac,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Jacques_Chirac\Jacques_Chirac_0020.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Jacques_Chirac\Jacques_Chirac_0020.png
Jacques_Chirac,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Jacques_Chirac\Jacques_Chirac_0044.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Jacques_Chirac\Jacques_Chirac_0044.png
Jacques_Chirac,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Jacques_Chirac\Jacques_Chirac_0045.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Jacques_Chirac\Jacques_Chirac_0045.png
Jacques_Chirac,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Jacques_Chirac\Jacques_Chirac_0050.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Jacques_Chirac\Jacques_Chirac_0050.png
Jake_Gyllenhaal,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Jake_Gyllenhaal\Jake_Gyllenhaal_0001.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Jake_Gyllenhaal\Jake_Gyllenhaal_0001.png
Jake_Gyllenhaal,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Jake_Gyllenhaal\Jake_Gyllenhaal_0002.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Jake_Gyllenhaal\Jake_Gyllenhaal_0002.png
Jake_Gyllenhaal,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Jake_Gyllenhaal\Jake_Gyllenhaal_0003.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Jake_Gyllenhaal\Jake_Gyllenhaal_0003.png
Jake_Gyllenhaal,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Jake_Gyllenhaal\Jake_Gyllenhaal_0004.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Jake_Gyllenhaal\Jake_Gyllenhaal_0004.png
Jake_Gyllenhaal,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Jake_Gyllenhaal\Jake_Gyllenhaal_0005.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Jake_Gyllenhaal\Jake_Gyllenhaal_0005.png
Carrie-Anne_Moss,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Carrie-Anne_Moss\Carrie-Anne_Moss_0001.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Carrie-Anne_Moss\Carrie-Anne_Moss_0001.png
Carrie-Anne_Moss,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Carrie-Anne_Moss\Carrie-Anne_Moss_0002.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Carrie-Anne_Moss\Carrie-Anne_Moss_0002.png
Carrie-Anne_Moss,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Carrie-Anne_Moss\Carrie-Anne_Moss_0003.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Carrie-Anne_Moss\Carrie-Anne_Moss_0003.png
Carrie-Anne_Moss,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Carrie-Anne_Moss\Carrie-Anne_Moss_0004.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Carrie-Anne_Moss\Carrie-Anne_Moss_0004.png
Carrie-Anne_Moss,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Carrie-Anne_Moss\Carrie-Anne_Moss_0005.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Carrie-Anne_Moss\Carrie-Anne_Moss_0005.png
Oswaldo_Paya,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Oswaldo_Paya\Oswaldo_Paya_0001.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Oswaldo_Paya\Oswaldo_Paya_0001.png
Oswaldo_Paya,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Oswaldo_Paya\Oswaldo_Paya_0002.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Oswaldo_Paya\Oswaldo_Paya_0002.png
Oswaldo_Paya,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Oswaldo_Paya\Oswaldo_Paya_0003.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Oswaldo_Paya\Oswaldo_Paya_0003.png
Oswaldo_Paya,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Oswaldo_Paya\Oswaldo_Paya_0004.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Oswaldo_Paya\Oswaldo_Paya_0004.png
Oswaldo_Paya,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Oswaldo_Paya\Oswaldo_Paya_0005.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Oswaldo_Paya\Oswaldo_Paya_0005.png
Larry_Brown,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Larry_Brown\Larry_Brown_0001.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Larry_Brown\Larry_Brown_0001.png
Larry_Brown,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Larry_Brown\Larry_Brown_0003.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Larry_Brown\Larry_Brown_0003.png
Larry_Brown,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Larry_Brown\Larry_Brown_0004.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Larry_Brown\Larry_Brown_0004.png
Larry_Brown,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Larry_Brown\Larry_Brown_0005.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Larry_Brown\Larry_Brown_0005.png
Larry_Brown,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Larry_Brown\Larry_Brown_0006.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Larry_Brown\Larry_Brown_0006.png
Bill_Clinton,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Bill_Clinton\Bill_Clinton_0005.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Bill_Clinton\Bill_Clinton_0005.png
Bill_Clinton,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Bill_Clinton\Bill_Clinton_0006.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Bill_Clinton\Bill_Clinton_0006.png
Bill_Clinton,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Bill_Clinton\Bill_Clinton_0014.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Bill_Clinton\Bill_Clinton_0014.png
Bill_Clinton,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Bill_Clinton\Bill_Clinton_0017.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Bill_Clinton\Bill_Clinton_0017.png
Bill_Clinton,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Bill_Clinton\Bill_Clinton_0024.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Bill_Clinton\Bill_Clinton_0024.png
Recep_Tayyip_Erdogan,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Recep_Tayyip_Erdogan\Recep_Tayyip_Erdogan_0009.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Recep_Tayyip_Erdogan\Recep_Tayyip_Erdogan_0009.png
Recep_Tayyip_Erdogan,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Recep_Tayyip_Erdogan\Recep_Tayyip_Erdogan_0020.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Recep_Tayyip_Erdogan\Recep_Tayyip_Erdogan_0020.png
Recep_Tayyip_Erdogan,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Recep_Tayyip_Erdogan\Recep_Tayyip_Erdogan_0021.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Recep_Tayyip_Erdogan\Recep_Tayyip_Erdogan_0021.png
Recep_Tayyip_Erdogan,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Recep_Tayyip_Erdogan\Recep_Tayyip_Erdogan_0026.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Recep_Tayyip_Erdogan\Recep_Tayyip_Erdogan_0026.png
Recep_Tayyip_Erdogan,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Recep_Tayyip_Erdogan\Recep_Tayyip_Erdogan_0030.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Recep_Tayyip_Erdogan\Recep_Tayyip_Erdogan_0030.png
Brad_Johnson,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Brad_Johnson\Brad_Johnson_0001.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Brad_Johnson\Brad_Johnson_0001.png
Brad_Johnson,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Brad_Johnson\Brad_Johnson_0002.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Brad_Johnson\Brad_Johnson_0002.png
Brad_Johnson,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Brad_Johnson\Brad_Johnson_0003.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Brad_Johnson\Brad_Johnson_0003.png
Brad_Johnson,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Brad_Johnson\Brad_Johnson_0004.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Brad_Johnson\Brad_Johnson_0004.png
Brad_Johnson,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Brad_Johnson\Brad_Johnson_0005.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Brad_Johnson\Brad_Johnson_0005.png
Clay_Aiken,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Clay_Aiken\Clay_Aiken_0001.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Clay_Aiken\Clay_Aiken_0001.png
Clay_Aiken,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Clay_Aiken\Clay_Aiken_0002.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Clay_Aiken\Clay_Aiken_0002.png
Clay_Aiken,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Clay_Aiken\Clay_Aiken_0003.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Clay_Aiken\Clay_Aiken_0003.png
Clay_Aiken,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Clay_Aiken\Clay_Aiken_0005.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Clay_Aiken\Clay_Aiken_0005.png
Clay_Aiken,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Clay_Aiken\Clay_Aiken_0006.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Clay_Aiken\Clay_Aiken_0006.png
Robert_Mueller,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Robert_Mueller\Robert_Mueller_0001.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Robert_Mueller\Robert_Mueller_0001.png
Robert_Mueller,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Robert_Mueller\Robert_Mueller_0002.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Robert_Mueller\Robert_Mueller_0002.png
Robert_Mueller,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Robert_Mueller\Robert_Mueller_0003.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Robert_Mueller\Robert_Mueller_0003.png
Robert_Mueller,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Robert_Mueller\Robert_Mueller_0004.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Robert_Mueller\Robert_Mueller_0004.png
Robert_Mueller,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Robert_Mueller\Robert_Mueller_0005.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Robert_Mueller\Robert_Mueller_0005.png
Pete_Sampras,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Pete_Sampras\Pete_Sampras_0001.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Pete_Sampras\Pete_Sampras_0001.png
Pete_Sampras,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Pete_Sampras\Pete_Sampras_0006.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Pete_Sampras\Pete_Sampras_0006.png
Pete_Sampras,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Pete_Sampras\Pete_Sampras_0007.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Pete_Sampras\Pete_Sampras_0007.png
Pete_Sampras,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Pete_Sampras\Pete_Sampras_0011.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Pete_Sampras\Pete_Sampras_0011.png
